randomisation_order,screened,initial_inclusion,final_inclusion,exclusion_reason,paper_ID,DOI,journal,article_type,author,pagecount,title,subject,publication_date,health
284,No,,,,,10.1371/journal.pone.0212280,PLOS ONE,Research Article,"Friederike A Schulte,Patrik Christen,Sandro D Badilatti,Ian Parkinson,Sundeep Khosla,Jörg Goldhahn,Ralph Müller",11,Virtual supersampling as post-processing step preserves the trabecular bone morphometry in human peripheral quantitative computed tomography scans,"/Biology and life sciences/Anatomy/Musculoskeletal system/Body limbs/Arms/Forearms,/Engineering and technology/Digital imaging/Grayscale,/Medicine and health sciences/Anatomy/Musculoskeletal system/Body limbs/Arms/Forearms,/Medicine and health sciences/Critical care and emergency medicine/Trauma medicine/Traumatic injury/Bone fracture,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Bone imaging,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Bone imaging,/Physical sciences/Materials science/Materials physics/Microstructure,/Physical sciences/Mathematics/Numerical analysis/Interpolation,/Physical sciences/Physics/Materials physics/Microstructure,/Research and analysis methods/Imaging techniques,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Bone imaging,/Research and analysis methods/Imaging techniques/Morphometry",13/02/2019,TRUE
285,No,,,,,10.1371/journal.pone.0220983,PLOS ONE,Research Article,"Mitchell V Brinks,Travis Redd,William E Lambert,Tosha Zaback,Joan Randall,Teresa Field,David Wilson",9,Using registry data to characterize the incidence and causes of blindness in Oregon,"/Biology and life sciences/Anatomy/Head/Eyes,/Biology and life sciences/Anatomy/Ocular system/Eyes,/Medicine and health sciences/Anatomy/Head/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Eyes,/Medicine and health sciences/Congenital disorders,/Medicine and health sciences/Geriatrics/Geriatric ophthalmology/Macular degeneration,/Medicine and health sciences/Ophthalmology/Eye diseases/Glaucoma,/Medicine and health sciences/Ophthalmology/Geriatric ophthalmology/Macular degeneration,/Medicine and health sciences/Ophthalmology/Retinal disorders/Macular disorders/Macular degeneration,/Medicine and health sciences/Ophthalmology/Retinal disorders/Retinal degeneration/Macular degeneration,/Medicine and health sciences/Ophthalmology/Retinal disorders/Retinopathy/Diabetic retinopathy,/Medicine and health sciences/Ophthalmology/Visual impairments/Blindness,/People and places/Geographical locations/North America/United States/Oregon,/People and places/Population groupings/Ethnicities/Hispanic people",8/08/2019,TRUE
286,No,,,,,10.1371/journal.pone.0225887,PLOS ONE,Research Article,"Ravi K Patel,Mark C Weir,Kexin Shen,Daniel Snyder,Vaughn S Cooper,Thomas E Smithgall",29,Expression of myeloid Src-family kinases is associated with poor prognosis in AML and influences Flt3-ITD kinase inhibitor acquired resistance,"/Biology and life sciences/Biochemistry/Enzymology/Enzyme inhibitors/Kinase inhibitors,/Biology and life sciences/Biochemistry/Enzymology/Enzymes/Protein kinases/Tyrosine kinases,/Biology and life sciences/Biochemistry/Proteins/Enzymes/Protein kinases/Tyrosine kinases,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Bone marrow cells,/Biology and life sciences/Genetics/Mutation/Point mutation,/Medicine and health sciences/Hematology/Hematologic cancers and related disorders/Leukemias/Myeloid leukemia/Acute myeloid leukemia,/Medicine and health sciences/Oncology/Cancers and neoplasms/Hematologic cancers and related disorders/Leukemias/Myeloid leukemia/Acute myeloid leukemia,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis,/Research and analysis methods/Bioassays and physiological analysis/Biochemical analysis/Enzyme assays/In vitro kinase assay,/Research and analysis methods/Bioassays and physiological analysis/Cell analysis/Cell viability testing,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis",2/12/2019,TRUE
287,No,,,,,10.1371/journal.pone.0215660,PLOS ONE,Research Article,"Min Hu,Yuan Zhou,Shanshan Huang,Nathan Congdon,Ling Jin,Xiuqin Wang,Ruth Hogg,Hong Zhang,Yongkang Cun,Luhua Yang,Xianshun Li,Chaoguang Liang",12,"Population prevalence of myopia, glasses wear and free glasses acceptance among minority versus Han schoolchildren in China","/Biology and life sciences/Anatomy/Head/Eyes,/Biology and life sciences/Anatomy/Ocular system/Eyes,/Biology and life sciences/Neuroscience/Sensory perception/Vision/Visual acuity,/Biology and life sciences/Psychology/Sensory perception/Vision/Visual acuity,/Medicine and health sciences/Anatomy/Head/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Eyes,/Medicine and health sciences/Ophthalmology/Visual impairments/Myopia,/People and places/Geographical locations/Asia/China,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Ethnicities/Chinese people/Han Chinese people,/People and places/Population groupings/Families/Children,/People and places/Population groupings/Professions/Teachers,/Social sciences/Psychology/Sensory perception/Vision/Visual acuity,/Social sciences/Sociology/Education/Schools",18/04/2019,TRUE
288,No,,,,,10.1371/journal.pone.0211430,PLOS ONE,Research Article,"Anastasia H Potts,Yinping Guo,Brian M M Ahmer,Tony Romeo",30,Role of CsrA in stress responses and metabolism important for Salmonella virulence revealed by integrated transcriptomics,"/Biology and life sciences/Anatomy/Digestive system/Gastrointestinal tract,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/RNA stability,/Biology and life sciences/Genetics/Gene expression,/Biology and life sciences/Genetics/Gene expression/Gene regulation,/Biology and life sciences/Genetics/Gene expression/Protein translation,/Biology and life sciences/Genetics/Gene expression/RNA stability,/Biology and life sciences/Genetics/Gene types/Regulator genes,/Biology and life sciences/Microbiology/Medical microbiology/Microbial pathogens/Bacterial pathogens/Salmonella,/Biology and life sciences/Organisms/Bacteria/Enterobacteriaceae/Salmonella,/Medicine and health sciences/Anatomy/Digestive system/Gastrointestinal tract,/Medicine and health sciences/Infectious diseases/Bacterial diseases/Salmonella,/Medicine and health sciences/Infectious diseases/Bacterial diseases/Salmonellosis,/Medicine and health sciences/Pathology and laboratory medicine/Pathogens/Microbial pathogens/Bacterial pathogens/Salmonella",25/01/2019,TRUE
289,No,,,,,10.1371/journal.pone.0224871,PLOS ONE,Research Article,"Sylke Andreas,Maria Dehoust,Jana Volkert,Holger Schulz,Susanne Sehner,Anna Suling,Karl Wegscheider,Berta Ausín,Alessandra Canuto,Mike J Crawford,Chiara Da Ronch,Luigi Grassi,Yael Hershkovitz,Manuel Muñoz,Alan Quirk,Ora Rotenstein,Ana Belén Santos-Olmo,Arieh Y Shalev,Kerstin Weber,Hans-Ulrich Wittchen,Martin Härter",13,Affective disorders in the elderly in different European countries: Results from the MentDis_ICF65+ study,"/Medicine and health sciences/Geriatrics,/Medicine and health sciences/Geriatrics/Geriatric psychiatry/Geriatric depression,/Medicine and health sciences/Health care/Quality of life,/Medicine and health sciences/Mental health and psychiatry/Geriatric psychiatry/Geriatric depression,/Medicine and health sciences/Mental health and psychiatry/Mood disorders/Depression,/Medicine and health sciences/Mental health and psychiatry/Mood disorders/Depression/Geriatric depression,/Medicine and health sciences/Pharmaceutics/Drug therapy,/People and places/Geographical locations/Europe,/People and places/Population groupings/Age groups/Elderly,/Social sciences/Anthropology/Cultural anthropology/Religion,/Social sciences/Sociology/Religion",11/11/2019,TRUE
290,No,,,,,10.1371/journal.pone.0217518,PLOS ONE,Research Article,"Daniela M Meléndez,Sonia Marti,Edmond A Pajor,Pritam K Sidhu,Désirée Gellatly,Eugene D Janzen,Timothy D Schwinghamer,Johann F Coetzee,Karen S Schwartzkopf-Genswein",15,Pharmacokinetics of oral and subcutaneous meloxicam: Effect on indicators of pain and inflammation after knife castration in weaned beef calves,"/Biology and life sciences/Agriculture/Animal products/Meat/Beef,/Biology and life sciences/Biochemistry/Hormones/Lipid hormones/Cortisol,/Biology and life sciences/Biochemistry/Hormones/Steroid hormones/Cortisol,/Biology and life sciences/Immunology/Immune response/Inflammation,/Biology and life sciences/Neuroscience/Sensory systems/Somatosensory system/Pain sensation,/Biology and life sciences/Nutrition/Diet/Food/Meat/Beef,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Bovines/Cattle,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Ruminants/Cattle,/Biology and life sciences/Physiology/Sensory physiology/Somatosensory system/Pain sensation,/Engineering and technology/Electronics/Accelerometers,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Inflammation,/Medicine and health sciences/Immunology/Immune response/Inflammation,/Medicine and health sciences/Nutrition/Diet/Food/Meat/Beef,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Inflammation,/Medicine and health sciences/Pharmaceutics/Drug therapy/Drug administration,/Medicine and health sciences/Physiology/Sensory physiology/Somatosensory system/Pain sensation,/Medicine and health sciences/Surgical and invasive medical procedures/Reproductive system procedures/Castration",24/05/2019,TRUE
291,No,,,,,10.1371/journal.pone.0225568,PLOS ONE,Research Article,"Laura Meskendahl,René Pascal Fontes,Jens-Peter Herrmann,Axel Temming",21,"Metabolic costs of spontaneous swimming in Sprattus sprattus L., at different water temperatures","/Biology and life sciences/Biochemistry/Bioenergetics,/Biology and life sciences/Biochemistry/Metabolism/Oxygen metabolism,/Biology and life sciences/Ecology/Community ecology/Trophic interactions/Predation,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Fish,/Biology and life sciences/Physiology/Biological locomotion/Swimming,/Biology and life sciences/Psychology/Behavior/Animal behavior,/Biology and life sciences/Zoology/Animal behavior,/Ecology and environmental sciences/Ecology/Community ecology/Trophic interactions/Predation,/Medicine and health sciences/Physiology/Biological locomotion/Swimming,/Physical sciences/Chemistry/Chemical elements/Oxygen,/Research and analysis methods/Bioassays and physiological analysis/Respiratory analysis/Respirometry,/Social sciences/Psychology/Behavior/Animal behavior",22/11/2019,TRUE
292,No,,,,,10.1371/journal.pone.0214445,PLOS ONE,Research Article,"Brad M Farrant,Scott W White,Carrington C J Shepherd",16,Trends and predictors of extreme preterm birth: Western Australian population-based cohort study,"/Biology and life sciences/Developmental biology/Morphogenesis/Birth defects,/Biology and life sciences/Population biology/Population metrics/Birth rates,/Medicine and health sciences/Congenital disorders/Birth defects,/Medicine and health sciences/Epidemiology/Medical risk factors,/Medicine and health sciences/Mental health and psychiatry,/Medicine and health sciences/Vascular medicine/Blood pressure/Hypertension/Hypertensive disorders in pregnancy,/Medicine and health sciences/Women's health/Maternal health/Birth,/Medicine and health sciences/Women's health/Maternal health/Birth/Preterm birth,/Medicine and health sciences/Women's health/Maternal health/Pregnancy/Hypertensive disorders in pregnancy,/Medicine and health sciences/Women's health/Maternal health/Pregnancy/Pregnancy complications/Preterm birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Birth/Preterm birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy/Hypertensive disorders in pregnancy,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy/Pregnancy complications/Preterm birth,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Termination of pregnancy",26/03/2019,TRUE
293,No,,,,,10.1371/journal.pone.0222856,PLOS ONE,Research Article,"Stefanny Christie Monteiro Titon,Braz Titon Jr,Adriana Maria Giorgi Barsotti,Fernando Ribeiro Gomes,Vania Regina Assis",18,Time-related immunomodulation by stressors and corticosterone transdermal application in toads,"/Biology and life sciences/Anatomy/Body fluids/Blood/Blood plasma,/Biology and life sciences/Cell biology/Cell processes/Cellular stress responses,/Biology and life sciences/Cell biology/Cell processes/Phagocytosis,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Blood cells/White blood cells/Lymphocytes,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Blood cells/White blood cells/Neutrophils,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Immune cells/White blood cells/Lymphocytes,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Immune cells/White blood cells/Neutrophils,/Biology and life sciences/Immunology/Immune cells/White blood cells/Lymphocytes,/Biology and life sciences/Immunology/Immune cells/White blood cells/Neutrophils,/Biology and life sciences/Immunology/Immune response,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amphibians/Toads,/Biology and life sciences/Physiology/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Anatomy/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Edema,/Medicine and health sciences/Immunology/Immune cells/White blood cells/Lymphocytes,/Medicine and health sciences/Immunology/Immune cells/White blood cells/Neutrophils,/Medicine and health sciences/Immunology/Immune response,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Edema,/Medicine and health sciences/Physiology/Body fluids/Blood/Blood plasma",20/09/2019,TRUE
